account_id,customer_id,account_open_date,balance,status
ACC00002033,CUST008858,2009-12-10,266274.39,CLOSED
ACC00002034,CUST000400,2012-02-01,861005.79,CLOSED
ACC00002035,CUST004733,2017-10-14,551527.66,DORMANT
ACC00002036,CUST007318,2006-12-04,300570.43,ACTIVE
ACC00002037,CUST009129,2015-06-29,426380.24,BLOCKED
ACC00002038,CUST009611,2007-09-06,551324.38,ACTIVE
ACC00002039,CUST005210,2013-01-16,471569.12,CLOSED
ACC00002040,CUST005782,2021-08-03,25696.95,BLOCKED
ACC00002041,CUST003242,2022-01-25,821870.06,ACTIVE
ACC00002042,CUST006754,2022-02-17,670412.81,DORMANT
ACC00002043,CUST008529,2017-11-25,522366.24,BLOCKED
ACC00002044,CUST003555,2023-05-22,415072.38,DORMANT
ACC00002045,CUST007081,2009-12-30,309263.40,CLOSED
ACC00002046,CUST001575,2022-09-14,331434.88,DORMANT
ACC00002047,CUST001662,2005-04-02,524450.25,BLOCKED
ACC00002048,CUST004828,2011-05-25,327677.97,BLOCKED
ACC00002049,CUST007516,2005-04-02,151810.07,DORMANT
ACC00002050,CUST000438,2022-11-30,322669.26,ACTIVE
ACC00002051,CUST000411,2012-07-08,497431.10,CLOSED
ACC00002052,CUST008695,2016-10-25,99804.87,DORMANT
ACC00002053,CUST002176,2022-07-19,523317.23,BLOCKED
ACC00002054,CUST000511,2005-05-30,48216.89,BLOCKED
ACC00002055,CUST006128,2022-11-03,431614.98,BLOCKED
ACC00002056,CUST004541,2010-05-30,138364.40,CLOSED
ACC00002057,CUST000759,2020-12-18,226272.58,BLOCKED
ACC00002058,CUST005796,2013-12-02,393683.63,BLOCKED
ACC00002059,CUST007292,2022-06-08,990160.62,CLOSED
ACC00002060,CUST004521,2023-05-12,807588.84,BLOCKED
ACC00002061,CUST003869,2005-08-03,727839.77,ACTIVE
ACC00002062,CUST001937,2009-04-05,523811.98,ACTIVE
ACC00002063,CUST005990,2011-10-26,406706.59,CLOSED
ACC00002064,CUST003605,2013-02-16,213526.15,DORMANT
ACC00002065,CUST004844,2020-02-18,484936.25,DORMANT
ACC00002066,CUST003291,2017-02-21,7904.73,BLOCKED
ACC00002067,CUST000313,2018-08-04,581786.25,CLOSED
ACC00002068,CUST003685,2023-08-21,420269.85,CLOSED
ACC00002069,CUST000268,2010-08-05,631051.64,DORMANT
ACC00002070,CUST006773,2005-09-29,486651.89,DORMANT
ACC00002071,CUST002814,2020-03-16,311509.35,CLOSED
ACC00002072,CUST006190,2022-07-12,305644.97,CLOSED
ACC00002073,CUST002617,2010-03-17,100969.31,DORMANT
ACC00002074,CUST009409,2025-10-01,160355.93,ACTIVE
ACC00002075,CUST008471,2016-11-20,929247.72,DORMANT
ACC00002076,CUST001602,2021-07-12,369123.36,BLOCKED
ACC00002077,CUST004281,2015-04-11,672955.70,BLOCKED
ACC00002078,CUST001024,2005-01-27,708664.33,DORMANT
ACC00002079,CUST001094,2008-01-12,348954.67,BLOCKED
ACC00002080,CUST001240,2014-08-25,140841.36,ACTIVE
ACC00002081,CUST000086,2005-09-09,779770.99,ACTIVE
ACC00002082,CUST002046,2008-03-16,617197.11,CLOSED
ACC00002083,CUST005767,2011-12-08,676437.32,DORMANT
ACC00002084,CUST002564,2021-03-24,873260.93,CLOSED
ACC00002085,CUST000236,2019-11-28,447014.17,DORMANT
ACC00002086,CUST007839,2007-08-23,528977.98,CLOSED
ACC00002087,CUST007328,2022-06-17,645098.21,ACTIVE
ACC00002088,CUST007047,2005-05-17,222485.55,ACTIVE
ACC00002089,CUST008898,2020-02-16,256717.92,BLOCKED
ACC00002090,CUST008987,2014-10-04,543338.65,BLOCKED
ACC00002091,CUST002059,2010-10-25,34185.54,BLOCKED
ACC00002092,CUST008037,2011-01-05,399566.25,DORMANT
ACC00002093,CUST000998,2025-11-24,115329.70,DORMANT
ACC00002094,CUST008975,2005-01-12,770451.46,ACTIVE
ACC00002095,CUST004347,2012-12-01,975062.38,ACTIVE
ACC00002096,CUST007866,2021-03-07,250660.95,ACTIVE
ACC00002097,CUST002301,2007-02-18,784906.67,CLOSED
ACC00002098,CUST003685,2008-10-04,623918.83,DORMANT
ACC00002099,CUST004084,2006-11-14,569005.11,ACTIVE
ACC00002100,CUST009189,2020-04-09,862123.93,BLOCKED
ACC00002101,CUST006879,2007-10-09,355115.52,CLOSED
ACC00002102,CUST003787,2015-06-06,834955.31,BLOCKED
ACC00002103,CUST008915,2018-03-01,325574.38,BLOCKED
ACC00002104,CUST005394,2016-05-06,284489.48,CLOSED
ACC00002105,CUST005583,2016-10-11,839194.97,BLOCKED
ACC00002106,CUST002840,2025-05-07,469102.63,ACTIVE
ACC00002107,CUST000395,2021-07-30,702413.96,DORMANT
ACC00002108,CUST005091,2024-09-22,729335.33,DORMANT
ACC00002109,CUST004250,2011-07-05,755847.41,BLOCKED
ACC00002110,CUST007678,2019-04-01,805536.40,ACTIVE
ACC00002111,CUST008058,2007-05-01,733491.99,CLOSED
ACC00002112,CUST000143,2017-04-24,142030.33,CLOSED
ACC00002113,CUST006668,2025-02-27,545219.07,CLOSED
ACC00002114,CUST008389,2015-10-22,41362.20,ACTIVE
ACC00002115,CUST009860,2008-11-25,123865.47,ACTIVE
ACC00002116,CUST005551,2007-01-05,559283.07,CLOSED
ACC00002117,CUST009898,2022-09-26,918838.79,DORMANT
ACC00002118,CUST002672,2024-05-31,740752.64,CLOSED
ACC00002119,CUST008349,2012-01-15,762530.25,DORMANT
ACC00002120,CUST000013,2024-01-26,90900.70,CLOSED
ACC00002121,CUST002382,2012-11-20,120011.60,ACTIVE
ACC00002122,CUST003380,2011-11-19,788770.94,BLOCKED
ACC00002123,CUST004826,2011-03-28,442461.15,ACTIVE
ACC00002124,CUST008574,2012-04-01,766842.84,BLOCKED
ACC00002125,CUST008940,2012-05-24,700929.14,DORMANT
ACC00002126,CUST000358,2012-05-11,33967.79,BLOCKED
ACC00002127,CUST009693,2008-01-20,275082.41,CLOSED
ACC00002128,CUST006886,2009-01-18,115068.41,DORMANT
ACC00002129,CUST004060,2017-06-19,144419.23,ACTIVE
ACC00002130,CUST003735,2022-04-02,492107.57,CLOSED
ACC00002131,CUST001120,2007-12-29,943457.11,CLOSED
ACC00002132,CUST004802,2016-03-19,226924.58,CLOSED
ACC00002133,CUST005850,2012-08-08,55035.08,DORMANT
ACC00002134,CUST005008,2009-02-12,911316.72,ACTIVE
ACC00002135,CUST009110,2007-09-03,703291.16,ACTIVE
ACC00002136,CUST006286,2020-08-18,306455.26,DORMANT
ACC00002137,CUST000973,2011-11-17,50825.09,ACTIVE
ACC00002138,CUST002370,2022-09-16,513995.77,ACTIVE
ACC00002139,CUST009795,2016-06-04,525485.29,DORMANT
ACC00002140,CUST005093,2006-06-01,605677.38,BLOCKED
ACC00002141,CUST005740,2006-06-15,224976.61,DORMANT
ACC00002142,CUST001263,2011-06-07,317077.77,BLOCKED
ACC00002143,CUST008775,2009-04-17,211809.25,BLOCKED
ACC00002144,CUST008949,2015-09-23,323614.86,BLOCKED
ACC00002145,CUST009918,2023-12-02,302659.41,ACTIVE
ACC00002146,CUST005323,2018-03-04,112293.50,BLOCKED
ACC00002147,CUST006691,2011-12-14,21938.15,CLOSED
ACC00002148,CUST002105,2012-04-26,329490.84,DORMANT
ACC00002149,CUST005895,2016-07-09,980540.21,CLOSED
ACC00002150,CUST002400,2021-03-10,142279.04,ACTIVE
ACC00002151,CUST007164,2025-04-14,606444.53,CLOSED
ACC00002152,CUST009732,2012-03-04,318201.56,CLOSED
ACC00002153,CUST004450,2023-07-27,458229.44,CLOSED
ACC00002154,CUST004108,2009-09-28,437683.90,BLOCKED
ACC00002155,CUST003388,2015-03-05,178746.74,CLOSED
ACC00002156,CUST001579,2024-12-24,102793.78,BLOCKED
ACC00002157,CUST007171,2021-08-27,581995.96,BLOCKED
ACC00002158,CUST002069,2022-07-09,70014.57,CLOSED
ACC00002159,CUST008923,2008-02-01,394238.35,ACTIVE
ACC00002160,CUST000157,2020-10-15,820290.35,DORMANT
ACC00002161,CUST007020,2007-10-20,829438.90,ACTIVE
ACC00002162,CUST004676,2014-09-07,156530.69,DORMANT
ACC00002163,CUST004751,2010-08-26,308470.04,BLOCKED
ACC00002164,CUST001670,2006-04-15,404843.72,BLOCKED
ACC00002165,CUST006877,2008-05-05,880664.17,CLOSED
ACC00002166,CUST000595,2024-03-18,16248.30,CLOSED
ACC00002167,CUST003336,2024-03-30,226313.41,ACTIVE
ACC00002168,CUST005995,2022-12-29,963035.10,CLOSED
ACC00002169,CUST005533,2020-02-02,845195.88,ACTIVE
ACC00002170,CUST001366,2018-07-01,100529.50,ACTIVE
ACC00002171,CUST008806,2013-09-27,918093.35,CLOSED
ACC00002172,CUST009243,2025-06-29,598822.68,CLOSED
ACC00002173,CUST000558,2005-04-18,354474.09,BLOCKED
ACC00002174,CUST007489,2007-08-16,250682.38,ACTIVE
ACC00002175,CUST001650,2022-10-14,822132.77,CLOSED
ACC00002176,CUST000090,2019-11-02,15426.50,ACTIVE
ACC00002177,CUST000982,2009-06-13,767887.77,ACTIVE
ACC00002178,CUST003679,2023-07-24,453212.25,ACTIVE
ACC00002179,CUST004445,2012-09-13,419830.67,DORMANT
ACC00002180,CUST000610,2015-01-20,75596.39,ACTIVE
ACC00002181,CUST006001,2014-08-25,717425.44,ACTIVE
ACC00002182,CUST004446,2006-11-06,780247.38,BLOCKED
ACC00002183,CUST007231,2007-02-06,400092.62,BLOCKED
ACC00002184,CUST003871,2021-04-27,137558.34,BLOCKED
ACC00002185,CUST006936,2016-06-27,800256.21,CLOSED
ACC00002186,CUST009605,2017-02-26,629164.89,ACTIVE
ACC00002187,CUST009350,2008-02-07,374647.24,BLOCKED
ACC00002188,CUST009590,2023-12-05,537599.59,BLOCKED
ACC00002189,CUST004952,2021-10-19,595985.31,BLOCKED
ACC00002190,CUST004808,2007-02-19,405457.60,DORMANT
ACC00002191,CUST000080,2019-12-06,787907.97,CLOSED
ACC00002192,CUST005003,2021-04-06,203459.94,BLOCKED
ACC00002193,CUST004319,2006-10-17,65332.62,BLOCKED
ACC00002194,CUST008258,2011-12-11,588816.36,DORMANT
ACC00002195,CUST005287,2018-12-01,649495.96,BLOCKED
ACC00002196,CUST007303,2020-12-05,820989.59,CLOSED
ACC00002197,CUST000849,2022-04-23,979254.69,CLOSED
ACC00002198,CUST006938,2022-11-16,761159.55,ACTIVE
ACC00002199,CUST006507,2024-03-14,814815.39,CLOSED
ACC00002200,CUST001970,2020-08-25,173237.95,BLOCKED
ACC00002201,CUST004090,2023-05-18,536179.61,DORMANT
ACC00002202,CUST005509,2010-01-15,756408.01,ACTIVE
ACC00002203,CUST006139,2006-12-26,547631.44,DORMANT
ACC00002204,CUST007590,2009-11-30,208078.06,BLOCKED
ACC00002205,CUST002586,2012-06-20,390100.65,BLOCKED
ACC00002206,CUST009665,2015-12-30,599892.33,ACTIVE
ACC00002207,CUST008478,2006-09-11,2107.05,DORMANT
ACC00002208,CUST002327,2020-08-16,239265.16,DORMANT
ACC00002209,CUST007203,2011-07-30,490683.56,CLOSED
ACC00002210,CUST000777,2005-01-07,912775.76,CLOSED
ACC00002211,CUST009777,2023-12-26,878100.48,CLOSED
ACC00002212,CUST002961,2021-11-07,515995.56,CLOSED
ACC00002213,CUST003684,2007-10-20,204804.73,CLOSED
ACC00002214,CUST003382,2012-01-29,44600.52,ACTIVE
ACC00002215,CUST009211,2010-06-04,154454.35,DORMANT
ACC00002216,CUST007782,2005-05-31,786904.62,BLOCKED
ACC00002217,CUST003398,2009-06-22,715539.87,CLOSED
ACC00002218,CUST005005,2021-08-19,435077.29,ACTIVE
ACC00002219,CUST001670,2006-12-22,732859.72,ACTIVE
ACC00002220,CUST000969,2006-11-05,131604.85,BLOCKED
ACC00002221,CUST001994,2017-05-13,982072.86,DORMANT
ACC00002222,CUST006240,2022-02-06,355447.03,BLOCKED
ACC00002223,CUST002866,2012-05-26,811425.59,BLOCKED
ACC00002224,CUST007355,2012-10-09,975476.00,CLOSED
ACC00002225,CUST004070,2017-08-20,970002.35,ACTIVE
ACC00002226,CUST000703,2025-07-31,966891.30,ACTIVE
ACC00002227,CUST004654,2007-11-25,397350.10,DORMANT
ACC00002228,CUST009215,2006-07-27,340384.86,ACTIVE
ACC00002229,CUST000682,2017-05-21,668771.91,CLOSED
ACC00002230,CUST000100,2016-03-05,379005.49,CLOSED
ACC00002231,CUST005416,2006-09-28,596769.19,ACTIVE
ACC00002232,CUST000560,2015-01-19,15124.50,DORMANT
ACC00002233,CUST006704,2014-06-17,681258.07,ACTIVE
ACC00002234,CUST001265,2019-07-06,214312.94,BLOCKED
ACC00002235,CUST004651,2014-09-09,89727.91,CLOSED
ACC00002236,CUST008389,2016-06-29,848327.64,CLOSED
ACC00002237,CUST000804,2019-08-16,333318.48,DORMANT
ACC00002238,CUST007703,2019-10-06,801439.20,BLOCKED
ACC00002239,CUST001879,2024-04-21,653363.74,BLOCKED
ACC00002240,CUST004033,2015-11-04,576864.93,CLOSED
ACC00002241,CUST003819,2011-05-28,970630.60,ACTIVE
ACC00002242,CUST002688,2013-03-23,799376.90,CLOSED
ACC00002243,CUST008772,2005-01-14,335867.70,BLOCKED
ACC00002244,CUST000571,2020-03-30,898514.89,BLOCKED
ACC00002245,CUST005219,2025-03-13,264453.57,BLOCKED
ACC00002246,CUST000860,2023-06-24,224008.69,DORMANT
ACC00002247,CUST008617,2010-07-22,794125.00,ACTIVE
ACC00002248,CUST003077,2006-06-21,86469.02,BLOCKED
ACC00002249,CUST006712,2023-05-03,833928.54,ACTIVE
ACC00002250,CUST006914,2014-09-14,415020.98,DORMANT
ACC00002251,CUST004198,2005-10-27,119180.19,BLOCKED
ACC00002252,CUST002377,2011-08-26,262660.46,CLOSED
ACC00002253,CUST002720,2008-07-20,405742.51,BLOCKED
ACC00002254,CUST009766,2018-04-20,48177.37,CLOSED
ACC00002255,CUST005468,2005-02-26,855149.34,BLOCKED
ACC00002256,CUST007033,2013-02-21,671936.80,ACTIVE
ACC00002257,CUST006656,2007-07-13,307689.12,BLOCKED
ACC00002258,CUST009331,2006-07-09,253142.41,CLOSED
ACC00002259,CUST006559,2018-10-16,445591.65,BLOCKED
ACC00002260,CUST008579,2016-04-06,972423.06,CLOSED
ACC00002261,CUST008633,2012-03-21,606553.77,ACTIVE
ACC00002262,CUST002727,2011-05-18,14181.31,ACTIVE
ACC00002263,CUST008295,2012-01-07,74063.23,ACTIVE
ACC00002264,CUST006666,2019-12-23,107324.72,CLOSED
ACC00002265,CUST005440,2009-06-22,606193.56,ACTIVE
ACC00002266,CUST003531,2014-04-03,998202.68,CLOSED
ACC00002267,CUST000016,2007-10-12,588286.83,DORMANT
ACC00002268,CUST000059,2022-07-03,817343.18,DORMANT
ACC00002269,CUST002831,2020-07-09,45150.13,ACTIVE
ACC00002270,CUST004782,2023-04-01,882392.71,CLOSED
ACC00002271,CUST003567,2005-10-07,601096.55,DORMANT
ACC00002272,CUST001436,2011-07-14,709565.91,CLOSED
ACC00002273,CUST000070,2017-01-31,883183.25,BLOCKED
ACC00002274,CUST002350,2008-09-05,894025.64,BLOCKED
ACC00002275,CUST002141,2013-10-04,850504.58,DORMANT
ACC00002276,CUST002312,2015-02-11,108922.03,DORMANT
ACC00002277,CUST006093,2017-09-02,366131.23,BLOCKED
ACC00002278,CUST009448,2021-02-12,662556.73,CLOSED
ACC00002279,CUST004027,2009-01-19,740001.03,CLOSED
ACC00002280,CUST006803,2024-01-24,517773.05,CLOSED
ACC00002281,CUST003782,2010-12-14,712561.75,BLOCKED
ACC00002282,CUST004032,2010-06-03,882139.61,BLOCKED
ACC00002283,CUST004249,2008-05-01,283495.87,BLOCKED
ACC00002284,CUST008254,2014-12-26,856287.47,ACTIVE
ACC00002285,CUST000043,2017-06-05,401231.16,CLOSED
ACC00002286,CUST001058,2006-09-10,550908.40,ACTIVE
ACC00002287,CUST008709,2015-01-04,786294.19,DORMANT
ACC00002288,CUST006821,2017-04-03,47595.25,BLOCKED
ACC00002289,CUST008798,2010-08-18,425373.37,DORMANT
ACC00002290,CUST009796,2005-09-13,401871.37,CLOSED
ACC00002291,CUST001743,2007-02-21,166771.45,CLOSED
ACC00002292,CUST009960,2013-08-01,921164.60,DORMANT
ACC00002293,CUST003559,2006-06-29,344927.49,ACTIVE
ACC00002294,CUST001946,2010-02-11,185578.20,BLOCKED
ACC00002295,CUST001267,2018-09-10,761909.78,CLOSED
ACC00002296,CUST000685,2024-07-24,297349.86,CLOSED
ACC00002297,CUST004108,2014-02-09,327345.30,ACTIVE
ACC00002298,CUST005477,2010-09-06,534551.41,BLOCKED
ACC00002299,CUST009344,2023-07-27,985084.47,BLOCKED
ACC00002300,CUST001557,2005-04-12,351521.40,DORMANT
ACC00002301,CUST001281,2018-07-29,57047.87,CLOSED
ACC00002302,CUST003753,2021-01-09,374072.54,BLOCKED
ACC00002303,CUST006991,2009-12-08,313866.61,ACTIVE
ACC00002304,CUST004026,2019-11-20,620181.25,CLOSED
ACC00002305,CUST008116,2015-10-07,938571.73,BLOCKED
ACC00002306,CUST004686,2005-03-07,239585.85,BLOCKED
ACC00002307,CUST003088,2007-09-05,218494.19,ACTIVE
ACC00002308,CUST009789,2011-08-08,146968.32,ACTIVE
ACC00002309,CUST004933,2015-04-16,816501.80,CLOSED
ACC00002310,CUST001983,2020-05-25,720437.61,ACTIVE
ACC00002311,CUST006886,2019-03-16,422614.87,BLOCKED
ACC00002312,CUST006075,2008-11-19,129534.68,DORMANT
ACC00002313,CUST000350,2010-01-19,787564.04,CLOSED
ACC00002314,CUST001718,2018-09-28,215867.66,DORMANT
ACC00002315,CUST001662,2016-03-16,397096.11,ACTIVE
ACC00002316,CUST003492,2007-09-02,484626.35,CLOSED
ACC00002317,CUST008536,2012-05-17,200627.90,CLOSED
ACC00002318,CUST006673,2007-01-23,89252.36,ACTIVE
ACC00002319,CUST008113,2024-05-18,365412.22,CLOSED
ACC00002320,CUST006269,2015-11-26,885861.86,CLOSED
ACC00002321,CUST008184,2020-09-14,200677.49,ACTIVE
ACC00002322,CUST004764,2017-11-23,514708.48,ACTIVE
ACC00002323,CUST005469,2009-06-17,739732.34,ACTIVE
ACC00002324,CUST009149,2015-03-03,858456.57,DORMANT
ACC00002325,CUST005201,2018-12-13,844164.19,BLOCKED
ACC00002326,CUST007702,2006-06-15,7398.25,DORMANT
ACC00002327,CUST002798,2007-03-29,37148.54,ACTIVE
ACC00002328,CUST009236,2006-08-30,420278.21,BLOCKED
ACC00002329,CUST003896,2014-08-05,551703.01,CLOSED
ACC00002330,CUST002039,2021-03-06,477040.65,DORMANT
ACC00002331,CUST001596,2006-08-26,685896.54,ACTIVE
ACC00002332,CUST009924,2017-07-21,772233.03,BLOCKED
ACC00002333,CUST001818,2016-10-06,813789.02,CLOSED
ACC00002334,CUST006689,2018-05-09,204328.32,BLOCKED
ACC00002335,CUST004149,2013-09-07,857804.01,BLOCKED
ACC00002336,CUST005036,2023-12-17,638106.39,CLOSED
ACC00002337,CUST003743,2009-05-31,347899.46,DORMANT
ACC00002338,CUST005477,2025-04-05,64087.76,ACTIVE
ACC00002339,CUST005762,2007-03-09,642828.96,DORMANT
ACC00002340,CUST001014,2012-05-26,61570.45,DORMANT
ACC00002341,CUST008251,2005-11-08,506981.65,BLOCKED
ACC00002342,CUST000317,2009-03-20,925964.85,CLOSED
ACC00002343,CUST003422,2010-07-10,652519.11,DORMANT
ACC00002344,CUST008540,2023-09-22,933741.72,CLOSED
ACC00002345,CUST006355,2013-07-28,133663.08,CLOSED
ACC00002346,CUST007653,2013-04-19,939323.20,CLOSED
ACC00002347,CUST001178,2021-07-09,938373.50,BLOCKED
ACC00002348,CUST007624,2011-07-02,76392.53,DORMANT
ACC00002349,CUST009851,2012-11-23,701783.38,DORMANT
ACC00002350,CUST001552,2024-09-09,74934.50,BLOCKED
ACC00002351,CUST000928,2008-07-17,457073.00,BLOCKED
ACC00002352,CUST002183,2025-11-04,572289.72,CLOSED
ACC00002353,CUST001103,2019-01-28,357129.06,ACTIVE
ACC00002354,CUST001039,2012-11-24,740523.19,DORMANT
ACC00002355,CUST006064,2008-12-13,800191.02,DORMANT
ACC00002356,CUST004606,2013-09-12,897831.28,DORMANT
ACC00002357,CUST003086,2010-04-26,809638.83,ACTIVE
ACC00002358,CUST001457,2009-09-05,178338.17,ACTIVE
ACC00002359,CUST006699,2011-07-09,285774.12,ACTIVE
ACC00002360,CUST000770,2017-01-24,795042.13,BLOCKED
ACC00002361,CUST005257,2011-03-07,484512.32,CLOSED
ACC00002362,CUST000731,2013-10-26,399317.43,BLOCKED
ACC00002363,CUST007563,2011-06-30,628257.80,DORMANT
ACC00002364,CUST006908,2005-11-03,697386.59,BLOCKED
ACC00002365,CUST000149,2014-07-29,507373.41,DORMANT
ACC00002366,CUST001205,2022-11-20,395138.05,ACTIVE
ACC00002367,CUST003046,2010-02-18,110345.32,ACTIVE
ACC00002368,CUST003962,2008-08-22,570825.84,ACTIVE
ACC00002369,CUST004159,2016-12-18,280016.38,ACTIVE
ACC00002370,CUST002257,2005-02-27,676904.24,ACTIVE
ACC00002371,CUST006698,2008-02-07,610010.34,CLOSED
ACC00002372,CUST004504,2012-08-29,950070.48,CLOSED
ACC00002373,CUST009674,2014-09-01,648529.38,CLOSED
ACC00002374,CUST003849,2020-04-08,121616.53,BLOCKED
ACC00002375,CUST004594,2019-04-27,850118.49,ACTIVE
ACC00002376,CUST000911,2011-12-11,624589.79,CLOSED
ACC00002377,CUST004631,2018-05-07,388927.78,CLOSED
ACC00002378,CUST001860,2025-03-05,830542.50,ACTIVE
ACC00002379,CUST009229,2019-09-24,10695.12,DORMANT
ACC00002380,CUST004263,2010-10-19,795370.92,BLOCKED
ACC00002381,CUST006205,2005-08-06,443473.46,ACTIVE
ACC00002382,CUST006953,2013-11-23,622074.84,CLOSED
ACC00002383,CUST004464,2017-02-22,489540.48,CLOSED
ACC00002384,CUST004611,2014-12-13,198048.56,DORMANT
ACC00002385,CUST002163,2020-07-29,570019.27,CLOSED
ACC00002386,CUST009777,2011-09-14,617570.39,ACTIVE
ACC00002387,CUST008859,2008-09-14,578208.67,BLOCKED
ACC00002388,CUST000542,2025-12-11,62852.25,CLOSED
ACC00002389,CUST004261,2007-10-15,676786.82,CLOSED
ACC00002390,CUST008939,2024-08-28,389547.25,CLOSED
ACC00002391,CUST005676,2020-03-26,63496.76,ACTIVE
ACC00002392,CUST005424,2023-11-21,160760.07,CLOSED
ACC00002393,CUST008601,2005-03-25,836159.07,CLOSED
ACC00002394,CUST009094,2018-11-04,334661.08,CLOSED
ACC00002395,CUST006213,2009-11-13,327901.20,DORMANT
ACC00002396,CUST006164,2022-11-01,72400.50,CLOSED
ACC00002397,CUST009792,2006-08-03,978128.84,DORMANT
ACC00002398,CUST008085,2024-07-25,288030.06,DORMANT
ACC00002399,CUST005714,2016-06-18,681961.49,DORMANT
ACC00002400,CUST000410,2016-09-24,504254.14,DORMANT
ACC00002401,CUST004321,2018-01-05,31947.88,ACTIVE
ACC00002402,CUST005052,2024-08-02,731252.75,CLOSED
ACC00002403,CUST006214,2019-01-08,870301.84,DORMANT
ACC00002404,CUST008553,2025-04-28,978734.87,DORMANT
ACC00002405,CUST003937,2019-03-31,792255.75,CLOSED
ACC00002406,CUST000609,2010-04-12,811657.59,BLOCKED
ACC00002407,CUST005979,2017-06-03,778757.21,CLOSED
ACC00002408,CUST005200,2007-01-28,606435.06,ACTIVE
ACC00002409,CUST007485,2024-08-29,931720.19,CLOSED
ACC00002410,CUST009775,2014-04-08,391843.21,ACTIVE
ACC00002411,CUST005309,2009-01-06,500138.17,DORMANT
ACC00002412,CUST008327,2021-04-08,457877.88,ACTIVE
ACC00002413,CUST003186,2005-01-02,581841.37,ACTIVE
ACC00002414,CUST001615,2021-02-27,107101.43,CLOSED
ACC00002415,CUST008708,2022-10-20,882882.72,ACTIVE
ACC00002416,CUST003749,2011-01-14,55270.51,CLOSED
ACC00002417,CUST003833,2024-02-18,854805.27,ACTIVE
ACC00002418,CUST003342,2019-08-01,143234.07,DORMANT
ACC00002419,CUST000667,2011-09-03,580635.80,ACTIVE
ACC00002420,CUST009759,2012-05-18,812578.06,BLOCKED
ACC00002421,CUST001726,2024-09-02,152138.89,BLOCKED
ACC00002422,CUST000113,2018-10-06,678699.28,ACTIVE
ACC00002423,CUST009509,2020-12-04,198209.96,DORMANT
ACC00002424,CUST002383,2019-12-31,124127.20,CLOSED
ACC00002425,CUST000401,2023-10-14,518312.12,DORMANT
ACC00002426,CUST008598,2006-07-26,119392.51,DORMANT
ACC00002427,CUST005860,2017-08-29,45809.06,DORMANT
ACC00002428,CUST005749,2016-11-22,430405.00,DORMANT
ACC00002429,CUST006782,2024-05-01,142725.05,ACTIVE
ACC00002430,CUST005865,2020-11-23,907154.34,DORMANT
ACC00002431,CUST002097,2025-03-03,588222.64,ACTIVE
ACC00002432,CUST008548,2009-06-16,848469.28,ACTIVE
ACC00002433,CUST004712,2025-09-01,903174.57,ACTIVE
ACC00002434,CUST001671,2016-06-25,318182.71,BLOCKED
ACC00002435,CUST009976,2019-01-21,60255.67,DORMANT
ACC00002436,CUST004043,2016-11-05,383392.72,DORMANT
ACC00002437,CUST007642,2024-10-15,709039.45,CLOSED
ACC00002438,CUST008131,2022-10-30,681500.78,ACTIVE
ACC00002439,CUST006758,2019-01-23,697250.92,DORMANT
ACC00002440,CUST004571,2016-12-19,295615.67,BLOCKED
ACC00002441,CUST008085,2016-02-01,608893.37,CLOSED
ACC00002442,CUST006569,2016-09-21,701989.36,DORMANT
ACC00002443,CUST004591,2006-08-27,752710.18,ACTIVE
ACC00002444,CUST009697,2020-02-16,311226.24,CLOSED
ACC00002445,CUST003759,2022-10-10,989428.14,ACTIVE
ACC00002446,CUST001031,2019-11-18,445970.76,BLOCKED
ACC00002447,CUST006659,2023-08-02,61215.24,ACTIVE
ACC00002448,CUST008472,2024-01-11,423814.63,BLOCKED
ACC00002449,CUST006886,2005-12-30,318963.72,CLOSED
ACC00002450,CUST001036,2013-05-18,269912.39,ACTIVE
ACC00002451,CUST004892,2021-08-05,516940.94,BLOCKED
ACC00002452,CUST006850,2015-09-24,722864.90,ACTIVE
ACC00002453,CUST002486,2014-02-28,769709.88,ACTIVE
ACC00002454,CUST003728,2012-03-07,798749.02,BLOCKED
ACC00002455,CUST007461,2022-10-24,689304.23,ACTIVE
ACC00002456,CUST001212,2016-11-01,980343.25,BLOCKED
ACC00002457,CUST000705,2020-03-13,823850.65,DORMANT
ACC00002458,CUST006957,2009-01-08,898873.74,CLOSED
ACC00002459,CUST008924,2005-02-15,690442.15,ACTIVE
ACC00002460,CUST007202,2006-11-12,168898.37,ACTIVE
ACC00002461,CUST008651,2016-10-20,905014.57,BLOCKED
ACC00002462,CUST007881,2011-11-18,341696.07,ACTIVE
ACC00002463,CUST003185,2014-03-30,604142.54,CLOSED
ACC00002464,CUST004465,2014-02-26,117928.59,CLOSED
ACC00002465,CUST000500,2016-04-13,840072.80,ACTIVE
ACC00002466,CUST007737,2008-05-29,749542.15,BLOCKED
ACC00002467,CUST006692,2012-01-23,744900.77,ACTIVE
ACC00002468,CUST001312,2016-08-09,947473.45,BLOCKED
ACC00002469,CUST008487,2010-04-17,908564.36,DORMANT
ACC00002470,CUST006199,2016-01-24,374224.78,CLOSED
ACC00002471,CUST005398,2025-04-05,192150.43,ACTIVE
ACC00002472,CUST005518,2024-05-16,417727.67,BLOCKED
ACC00002473,CUST008333,2023-02-18,928402.03,BLOCKED
ACC00002474,CUST006357,2021-10-18,135206.09,BLOCKED
ACC00002475,CUST002686,2025-04-03,58213.81,BLOCKED
